Customer Code Unique|Volume Segment|Preferential Segment|City|Region|SR Tracking Code|Channel|Location type
22332|D|2|City 227|CENTER|225|Channel 3|Location Subtype 4
8535|D|2|City 398|NORTH|33|Channel 3|Location Subtype 4
20068|D|2|City 814|NORTH|43|Channel 3|Location Subtype 4
23799|D|2|City 235|SOUTH|64|Channel 3|Location Subtype 4
8722|D|2|City 398|NORTH|36|Channel 3|Location Subtype 4
19819|D|2|City 227|CENTER|220|Channel 3|Location Subtype 4
18810|D|2|City 290|CENTER|219|Channel 3|Location Subtype 4
23949|D|2|City 908|SOUTH|9|Channel 3|Location Subtype 4
23950|D|2|City 908|SOUTH|9|Channel 3|Location Subtype 4
15574|D|2|City 187|SOUTH|61|Channel 3|Location Subtype 4
16274|D|2|City 824|NORTH|40|Channel 3|Location Subtype 4
15532|D|2|City 722|NORTH|37|Channel 3|Location Subtype 4
17112|D|2|City 483|NORTH|35|Channel 3|Location Subtype 4
17535|D|2|City 1029|NORTH|34|Channel 3|Location Subtype 4
22070|D|2|City 360|NORTH|47|Channel 3|Location Subtype 4
22124|D|2|City 873|NORTH|47|Channel 3|Location Subtype 4
20963|D|2|City 1041|NORTH|43|Channel 3|Location Subtype 4
23550|D|2|City 1096|NORTH|45|Channel 3|Location Subtype 4
23846|D|2|City 826|SOUTH|64|Channel 3|Location Subtype 4
24074|D|2|City 875|SOUTH|65|Channel 3|Location Subtype 4
23866|D|2|City 826|SOUTH|64|Channel 3|Location Subtype 4
23119|D|2|City 550|CENTER|9|Channel 3|Location Subtype 4
23611|D|2|City 1071|CENTER|25|Channel 3|Location Subtype 4
23120|D|2|City 227|CENTER|225|Channel 3|Location Subtype 4
18679|D|2|City 290|CENTER|219|Channel 3|Location Subtype 4
18329|D|2|City 484|CENTER|217|Channel 3|Location Subtype 4
18347|D|2|City 759|CENTER|217|Channel 3|Location Subtype 4
8696|D|2|City 210|NORTH|33|Channel 3|Location Subtype 4
21695|D|2|City 227|CENTER|8|Channel 3|Location Subtype 4
1740|D|1|City 227|CENTER|231|Channel 3|Location Subtype 10
1288|D|1|City 227|CENTER|231|Channel 3|Location Subtype 10
19226|D|1|City 489|CENTER|220|Channel 3|Location Subtype 10
23167|D|1|City 943|CENTER|220|Channel 3|Location Subtype 10
14063|D|1|City 227|CENTER|231|Channel 3|Location Subtype 10
17303|D|1|City 56|NORTH|54|Channel 3|Location Subtype 10
22428|D|1|City 417|NORTH|52|Channel 3|Location Subtype 10
23391|D|1|City 382|NORTH|52|Channel 3|Location Subtype 10
14860|D|1|City 1094|SOUTH|71|Channel 3|Location Subtype 10
20967|D|1|City 159|SOUTH|70|Channel 3|Location Subtype 10
20834|D|1|City 550|CENTER|9|Channel 3|Location Subtype 10
24647|D|1|City 857|SOUTH|60|Channel 3|Location Subtype 10
16479|D|1|City 1041|NORTH|45|Channel 3|Location Subtype 10
22485|D|1|City 56|NORTH|54|Channel 3|Location Subtype 10
20362|D|1|City 661|CENTER|9|Channel 3|Location Subtype 10
17190|D|1|City 227|CENTER|231|Channel 3|Location Subtype 10
18928|D|1|City 661|CENTER|9|Channel 3|Location Subtype 10
23549|D|1|City 1041|NORTH|45|Channel 3|Location Subtype 10
18358|D|1|City 344|CENTER|217|Channel 3|Location Subtype 10
17826|D|1|City 735|CENTER|214|Channel 3|Location Subtype 10
23583|D|1|City 414|NORTH|34|Channel 3|Location Subtype 10
23599|D|1|City 774|NORTH|43|Channel 3|Location Subtype 10
24004|D|1|City 105|SOUTH|65|Channel 3|Location Subtype 10
8319|D|2|City 123|NORTH|35|Channel 3|Location Subtype 10
14603|D|2|City 414|NORTH|34|Channel 3|Location Subtype 10
21558|D|2|City 117|NORTH|33|Channel 3|Location Subtype 10
22783|D|2|City 82|NORTH|44|Channel 3|Location Subtype 10
8273|D|2|City 414|NORTH|34|Channel 3|Location Subtype 10
19580|B|1|City 128|CENTER|225|Channel 1|Location Subtype 1
17612|D|1|City 227|CENTER|8|Channel 3|Location Subtype 10
16413|D|1|City 56|NORTH|52|Channel 3|Location Subtype 10
15616|D|1|City 1041|NORTH|45|Channel 3|Location Subtype 10
4795|D|1|City 945|SOUTH|56|Channel 3|Location Subtype 10
17816|D|1|City 735|CENTER|214|Channel 3|Location Subtype 10
23345|D|1|City 909|NORTH|41|Channel 3|Location Subtype 10
19484|D|1|City 227|CENTER|225|Channel 3|Location Subtype 10
18920|D|1|City 227|CENTER|28|Channel 3|Location Subtype 10
19570|D|1|City 227|CENTER|225|Channel 3|Location Subtype 10
20953|D|2|City 227|CENTER|25|Channel 3|Location Subtype 10
18884|D|2|City 111|SOUTH|61|Channel 3|Location Subtype 10
22489|D|2|City 954|CENTER|219|Channel 3|Location Subtype 10
4685|D|1|City 372|SOUTH|61|Channel 3|Location Subtype 10
4489|D|1|City 61|SOUTH|62|Channel 3|Location Subtype 10
1763|D|1|City 1071|CENTER|25|Channel 3|Location Subtype 10
1812|D|1|City 408|CENTER|29|Channel 3|Location Subtype 10
3416|D|1|City 227|CENTER|28|Channel 3|Location Subtype 10
23665|D|1|City 227|CENTER|28|Channel 3|Location Subtype 10
3679|D|1|City 227|CENTER|29|Channel 3|Location Subtype 10
6728|D|1|City 1076|NORTH|42|Channel 3|Location Subtype 10
6730|D|1|City 411|NORTH|42|Channel 3|Location Subtype 10
6731|D|1|City 172|NORTH|42|Channel 3|Location Subtype 10
6598|D|1|City 310|NORTH|41|Channel 3|Location Subtype 10
8345|D|1|City 123|NORTH|35|Channel 3|Location Subtype 10
8196|D|1|City 123|NORTH|34|Channel 3|Location Subtype 10
8081|D|1|City 323|NORTH|37|Channel 3|Location Subtype 10
8668|D|1|City 835|NORTH|37|Channel 3|Location Subtype 10
8755|D|1|City 933|NORTH|36|Channel 3|Location Subtype 10
8547|D|1|City 398|NORTH|33|Channel 3|Location Subtype 10
8552|D|1|City 398|NORTH|33|Channel 3|Location Subtype 10
8592|D|1|City 398|NORTH|33|Channel 3|Location Subtype 10
23683|D|1|City 227|CENTER|225|Channel 3|Location Subtype 10
20069|D|1|City 913|NORTH|227|Channel 3|Location Subtype 10
18617|D|1|City 954|CENTER|219|Channel 3|Location Subtype 10
10450|D|1|City 711|NORTH|48|Channel 3|Location Subtype 10
8187|D|1|City 969|NORTH|34|Channel 3|Location Subtype 10
4728|D|1|City 191|SOUTH|56|Channel 3|Location Subtype 10
6732|D|1|City 373|NORTH|42|Channel 3|Location Subtype 10
6395|D|1|City 425|NORTH|40|Channel 3|Location Subtype 10
17847|D|1|City 227|CENTER|25|Channel 3|Location Subtype 10
19305|D|1|City 227|CENTER|25|Channel 3|Location Subtype 10
19798|D|1|City 135|CENTER|226|Channel 3|Location Subtype 10
22337|D|1|City 735|CENTER|214|Channel 3|Location Subtype 10
15702|D|1|City 227|CENTER|25|Channel 3|Location Subtype 10
13649|D|1|City 550|CENTER|9|Channel 3|Location Subtype 10
15831|D|1|City 227|CENTER|8|Channel 3|Location Subtype 10
18906|D|1|City 227|CENTER|29|Channel 3|Location Subtype 10
18085|D|1|City 210|SOUTH|57|Channel 3|Location Subtype 10
23300|D|1|City 401|SOUTH|59|Channel 3|Location Subtype 10
21609|D|1|City 56|NORTH|54|Channel 3|Location Subtype 10
14183|D|1|City 398|NORTH|33|Channel 3|Location Subtype 10
14696|D|1|City 722|NORTH|37|Channel 3|Location Subtype 10
19934|D|1|City 361|NORTH|36|Channel 3|Location Subtype 10
23338|D|1|City 656|NORTH|36|Channel 3|Location Subtype 10
20750|D|1|City 227|CENTER|8|Channel 3|Location Subtype 10
23326|D|1|City 954|CENTER|219|Channel 3|Location Subtype 10
23618|D|1|City 227|CENTER|28|Channel 3|Location Subtype 10
6727|D|1|City 355|NORTH|42|Channel 3|Location Subtype 10
6729|D|1|City 261|NORTH|42|Channel 3|Location Subtype 10
8529|D|1|City 361|NORTH|36|Channel 3|Location Subtype 10
8417|D|1|City 496|NORTH|35|Channel 3|Location Subtype 10
8697|D|1|City 835|NORTH|37|Channel 3|Location Subtype 10
8532|D|1|City 398|NORTH|33|Channel 3|Location Subtype 10
18613|D|1|City 290|CENTER|219|Channel 3|Location Subtype 10
5268|D|1|City 805|SOUTH|57|Channel 3|Location Subtype 10
5289|D|1|City 645|SOUTH|57|Channel 3|Location Subtype 10
4727|D|1|City 191|SOUTH|56|Channel 3|Location Subtype 10
10261|D|1|City 311|NORTH|45|Channel 3|Location Subtype 10
10375|D|1|City 892|NORTH|45|Channel 3|Location Subtype 10
23787|D|1|City 681|SOUTH|64|Channel 3|Location Subtype 10
6555|D|1|City 752|NORTH|41|Channel 3|Location Subtype 10
16169|D|1|City 727|SOUTH|56|Channel 3|Location Subtype 10
23157|D|1|City 816|NORTH|41|Channel 3|Location Subtype 10
15591|D|1|City 323|NORTH|37|Channel 3|Location Subtype 10
15000|D|1|City 711|NORTH|48|Channel 3|Location Subtype 10
24885|D|1|City 227|CENTER|13|Channel 3|Location Subtype 10
1174|D|1|City 227|CENTER|25|Channel 3|Location Subtype 10
6048|D|1|City 84|NORTH|39|Channel 3|Location Subtype 10
6102|D|1|City 991|NORTH|39|Channel 3|Location Subtype 10
12812|D|1|City 414|NORTH|34|Channel 3|Location Subtype 10
3672|D|1|City 227|CENTER|28|Channel 3|Location Subtype 10
3779|D|1|City 227|CENTER|8|Channel 3|Location Subtype 10
19639|D|1|City 294|CENTER|226|Channel 3|Location Subtype 10
19640|D|1|City 348|CENTER|226|Channel 3|Location Subtype 10
19694|D|1|City 321|CENTER|226|Channel 3|Location Subtype 10
19553|D|1|City 227|CENTER|225|Channel 3|Location Subtype 10
18972|D|1|City 489|CENTER|220|Channel 3|Location Subtype 10
8573|D|1|City 414|NORTH|36|Channel 3|Location Subtype 10
8178|D|1|City 414|NORTH|34|Channel 3|Location Subtype 10
8548|D|1|City 398|NORTH|33|Channel 3|Location Subtype 10
5559|D|1|City 401|SOUTH|59|Channel 3|Location Subtype 10
4693|D|1|City 945|SOUTH|56|Channel 3|Location Subtype 10
4840|D|1|City 191|SOUTH|56|Channel 3|Location Subtype 10
4869|D|1|City 945|SOUTH|56|Channel 3|Location Subtype 10
10467|D|1|City 711|NORTH|48|Channel 3|Location Subtype 10
11656|D|1|City 196|SOUTH|68|Channel 3|Location Subtype 10
20412|D|1|City 735|CENTER|217|Channel 3|Location Subtype 10
20498|D|1|City 227|CENTER|226|Channel 3|Location Subtype 10
21615|D|1|City 954|CENTER|219|Channel 3|Location Subtype 10
15087|D|1|City 227|CENTER|21|Channel 3|Location Subtype 10
16099|D|1|City 227|CENTER|21|Channel 3|Location Subtype 10
17243|D|1|City 227|CENTER|28|Channel 3|Location Subtype 10
17249|D|1|City 227|CENTER|28|Channel 3|Location Subtype 10
23684|D|1|City 227|CENTER|225|Channel 3|Location Subtype 10
19739|D|1|City 205|CENTER|226|Channel 3|Location Subtype 10
19052|D|1|City 247|CENTER|220|Channel 3|Location Subtype 10
19598|D|1|City 128|CENTER|225|Channel 3|Location Subtype 10
15471|D|1|City 972|SOUTH|58|Channel 3|Location Subtype 10
16998|D|1|City 425|NORTH|40|Channel 3|Location Subtype 10
16369|D|1|City 483|NORTH|34|Channel 3|Location Subtype 10
23495|D|1|City 414|NORTH|34|Channel 3|Location Subtype 10
14521|D|1|City 892|NORTH|45|Channel 3|Location Subtype 10
23628|D|1|City 1062|NORTH|48|Channel 3|Location Subtype 10
20637|D|1|City 227|CENTER|29|Channel 3|Location Subtype 10
22390|D|1|City 227|CENTER|29|Channel 3|Location Subtype 10
22481|D|1|City 227|CENTER|28|Channel 3|Location Subtype 10
23052|D|1|City 227|CENTER|8|Channel 3|Location Subtype 10
15932|D|1|City 414|NORTH|34|Channel 3|Location Subtype 10
4031|D|2|City 323|CENTER|9|Channel 3|Location Subtype 10
4049|D|2|City 323|CENTER|9|Channel 3|Location Subtype 10
4053|D|2|City 323|CENTER|9|Channel 3|Location Subtype 10
5893|D|2|City 56|NORTH|54|Channel 3|Location Subtype 10
12815|D|2|City 123|NORTH|35|Channel 3|Location Subtype 10
8261|D|2|City 414|NORTH|34|Channel 3|Location Subtype 10
20009|D|2|City 1091|NORTH|227|Channel 3|Location Subtype 10
10259|D|2|City 1053|NORTH|43|Channel 3|Location Subtype 10
10304|D|2|City 892|NORTH|45|Channel 3|Location Subtype 10
10307|D|2|City 764|NORTH|45|Channel 3|Location Subtype 10
23765|D|2|City 826|SOUTH|64|Channel 3|Location Subtype 10
23771|D|2|City 826|SOUTH|64|Channel 3|Location Subtype 10
23779|D|2|City 152|SOUTH|64|Channel 3|Location Subtype 10
22249|D|2|City 735|CENTER|214|Channel 3|Location Subtype 10
15379|D|2|City 930|SOUTH|62|Channel 3|Location Subtype 10
15646|D|2|City 722|NORTH|37|Channel 3|Location Subtype 10
21574|D|2|City 165|NORTH|227|Channel 3|Location Subtype 10
23335|D|2|City 469|NORTH|45|Channel 3|Location Subtype 10
21603|D|2|City 227|CENTER|225|Channel 3|Location Subtype 10
7719|D|2|City 61|SOUTH|62|Channel 3|Location Subtype 10
8642|D|2|City 361|NORTH|36|Channel 3|Location Subtype 10
4700|D|2|City 866|SOUTH|56|Channel 3|Location Subtype 10
20627|D|2|City 443|NORTH|52|Channel 3|Location Subtype 10
1884|D|2|City 227|CENTER|29|Channel 3|Location Subtype 10
23669|D|2|City 227|CENTER|8|Channel 3|Location Subtype 10
21649|D|2|City 227|CENTER|21|Channel 3|Location Subtype 10
17235|D|2|City 227|CENTER|25|Channel 3|Location Subtype 10
20631|D|2|City 227|CENTER|225|Channel 3|Location Subtype 10
23612|D|2|City 408|CENTER|25|Channel 3|Location Subtype 10
21645|A|1|City 954|CENTER|219|Channel 5|Location Subtype 14
22725|A|1|City 735|CENTER|214|Channel 5|Location Subtype 14
18785|A|1|City 1034|CENTER|219|Channel 5|Location Subtype 14
23158|A|1|City 210|SOUTH|57|Channel 5|Location Subtype 14
23284|A|1|City 398|NORTH|33|Channel 5|Location Subtype 14
21800|A|1|City 711|NORTH|48|Channel 5|Location Subtype 14
22792|A|1|City 165|NORTH|227|Channel 5|Location Subtype 14
23100|A|1|City 165|NORTH|227|Channel 5|Location Subtype 14
22661|A|1|City 403|CENTER|221|Channel 5|Location Subtype 14
22937|A|1|City 991|NORTH|39|Channel 5|Location Subtype 14
22740|A|1|City 735|CENTER|214|Channel 5|Location Subtype 14
23384|A|1|City 287|CENTER|30|Channel 5|Location Subtype 14
20019|A|2|City 772|NORTH|227|Channel 5|Location Subtype 14
20785|A|2|City 24|SOUTH|59|Channel 5|Location Subtype 14
10162|A|1|City 1041|NORTH|45|Channel 5|Location Subtype 14
20450|A|1|City 210|SOUTH|57|Channel 5|Location Subtype 14
22150|A|1|City 159|SOUTH|70|Channel 5|Location Subtype 14
22590|B|1|City 165|NORTH|227|Channel 5|Location Subtype 14
24898|B|1|City 414|NORTH|34|Channel 5|Location Subtype 14
23890|B|1|City 159|SOUTH|70|Channel 5|Location Subtype 14
25252|B|1|City 735|CENTER|214|Channel 5|Location Subtype 14
25327|B|1|City 909|NORTH|39|Channel 5|Location Subtype 14
23655|B|1|City 408|CENTER|221|Channel 5|Location Subtype 14
12934|B|1|City 123|NORTH|35|Channel 5|Location Subtype 14
22369|B|1|City 546|CENTER|212|Channel 5|Location Subtype 14
22739|B|1|City 943|CENTER|220|Channel 5|Location Subtype 14
23051|C|1|City 708|SOUTH|62|Channel 5|Location Subtype 14
25230|C|1|City 398|NORTH|33|Channel 5|Location Subtype 14
22815|C|1|City 43|SOUTH|59|Channel 5|Location Subtype 14
24899|C|1|City 123|NORTH|35|Channel 5|Location Subtype 14
22736|C|1|City 523|SOUTH|62|Channel 5|Location Subtype 14
19317|C|1|City 247|CENTER|220|Channel 5|Location Subtype 14
25232|C|1|City 361|NORTH|36|Channel 5|Location Subtype 14
21696|C|1|City 550|CENTER|9|Channel 5|Location Subtype 14
23286|C|1|City 408|CENTER|221|Channel 5|Location Subtype 14
23323|C|1|City 408|CENTER|221|Channel 5|Location Subtype 14
24903|C|2|City 1060|SOUTH|57|Channel 5|Location Subtype 14
26481|C|1|City 159|SOUTH|70|Channel 5|Location Subtype 14
20712|C|1|City 135|CENTER|226|Channel 5|Location Subtype 14
22944|C|1|City 586|SOUTH|61|Channel 5|Location Subtype 14
23570|C|1|City 24|SOUTH|59|Channel 5|Location Subtype 14
24919|C|1|City 56|NORTH|51|Channel 5|Location Subtype 14
24924|C|1|City 56|NORTH|51|Channel 5|Location Subtype 14
25070|C|1|City 954|CENTER|219|Channel 5|Location Subtype 14
25081|C|1|City 943|CENTER|220|Channel 5|Location Subtype 14
23283|C|1|City 722|NORTH|37|Channel 5|Location Subtype 14
25250|C|1|City 408|CENTER|221|Channel 5|Location Subtype 14
23074|C|1|City 135|CENTER|226|Channel 5|Location Subtype 14
25145|C|1|City 414|NORTH|34|Channel 5|Location Subtype 14
25135|C|1|City 908|CENTER|9|Channel 5|Location Subtype 14
25439|C|1|City 408|CENTER|221|Channel 5|Location Subtype 14
14445|C|2|City 191|SOUTH|56|Channel 5|Location Subtype 14
23327|C|2|City 963|NORTH|33|Channel 5|Location Subtype 14
13453|D|2|City 595|SOUTH|65|Channel 3|Location Subtype 4
14791|D|2|City 595|SOUTH|65|Channel 3|Location Subtype 4
13992|D|2|City 56|NORTH|41|Channel 3|Location Subtype 4
16390|D|2|City 56|NORTH|51|Channel 3|Location Subtype 4
26522|D|2|City 954|CENTER|219|Channel 3|Location Subtype 4
19593|A|1|City 128|CENTER|225|Channel 3|Location Subtype 10
15708|D|1|City 56|NORTH|52|Channel 3|Location Subtype 10
4022|D|1|City 550|CENTER|9|Channel 3|Location Subtype 10
11026|D|1|City 235|SOUTH|64|Channel 3|Location Subtype 10
15472|D|1|City 833|CENTER|9|Channel 3|Location Subtype 10
17712|D|1|City 550|CENTER|9|Channel 3|Location Subtype 10
4907|D|1|City 727|SOUTH|56|Channel 3|Location Subtype 10
14728|D|1|City 139|SOUTH|59|Channel 3|Location Subtype 10
15633|D|1|City 24|SOUTH|59|Channel 3|Location Subtype 10
5412|D|1|City 375|SOUTH|57|Channel 3|Location Subtype 10
25286|D|1|City 1041|NORTH|45|Channel 3|Location Subtype 10
25380|D|1|City 296|SOUTH|72|Channel 3|Location Subtype 10
4466|D|2|City 523|SOUTH|62|Channel 3|Location Subtype 10
15048|D|2|City 909|NORTH|39|Channel 3|Location Subtype 10
22495|D|2|City 159|SOUTH|70|Channel 3|Location Subtype 10
22581|D|2|City 56|NORTH|51|Channel 2|Location Subtype 9
22582|D|2|City 56|NORTH|51|Channel 2|Location Subtype 9
10256|B|1|City 1041|NORTH|45|Channel 2|Location Subtype 7
14469|B|1|City 896|NORTH|48|Channel 2|Location Subtype 7
17255|B|2|City 235|SOUTH|64|Channel 2|Location Subtype 7
6194|B|2|City 443|NORTH|52|Channel 2|Location Subtype 8
13868|B|2|City 632|NORTH|54|Channel 2|Location Subtype 8
18316|B|2|City 735|CENTER|217|Channel 2|Location Subtype 8
15819|B|1|City 945|SOUTH|56|Channel 2|Location Subtype 8
16931|B|2|City 425|NORTH|40|Channel 2|Location Subtype 8
13551|B|2|City 866|SOUTH|56|Channel 2|Location Subtype 8
16134|B|2|City 991|NORTH|39|Channel 2|Location Subtype 8
13459|B|2|City 595|SOUTH|65|Channel 2|Location Subtype 8
15801|B|2|City 523|SOUTH|62|Channel 2|Location Subtype 9
14733|B|1|City 159|SOUTH|70|Channel 2|Location Subtype 6
24921|B|1|City 56|NORTH|51|Channel 2|Location Subtype 6
24925|B|1|City 56|NORTH|51|Channel 2|Location Subtype 6
25071|B|1|City 954|CENTER|219|Channel 2|Location Subtype 6
23392|B|2|City 287|CENTER|13|Channel 2|Location Subtype 6
19058|B|2|City 340|CENTER|220|Channel 2|Location Subtype 6
7769|B|1|City 965|SOUTH|62|Channel 2|Location Subtype 6
11984|B|1|City 159|SOUTH|70|Channel 2|Location Subtype 6
13484|B|1|City 398|NORTH|33|Channel 2|Location Subtype 6
15018|B|1|City 1041|NORTH|45|Channel 2|Location Subtype 6
19710|B|1|City 1049|CENTER|226|Channel 2|Location Subtype 6
5723|B|1|City 56|NORTH|54|Channel 2|Location Subtype 6
11947|B|1|City 159|SOUTH|70|Channel 2|Location Subtype 6
8656|B|2|City 835|NORTH|37|Channel 2|Location Subtype 6
8539|B|2|City 398|NORTH|33|Channel 2|Location Subtype 6
8645|B|2|City 398|NORTH|33|Channel 2|Location Subtype 6
21076|B|2|City 408|CENTER|221|Channel 2|Location Subtype 6
17508|B|2|City 56|NORTH|54|Channel 2|Location Subtype 6
16737|B|2|City 1041|NORTH|45|Channel 2|Location Subtype 6
19718|B|2|City 1049|CENTER|226|Channel 2|Location Subtype 6
25431|B|2|City 695|NORTH|36|Channel 2|Location Subtype 6
19939|B|2|City 292|SOUTH|67|Channel 2|Location Subtype 6
8733|B|1|City 835|NORTH|37|Channel 2|Location Subtype 6
15797|B|1|City 390|NORTH|38|Channel 2|Location Subtype 6
7930|B|2|City 722|NORTH|37|Channel 2|Location Subtype 6
17963|A|1|City 583|CENTER|215|Channel 2|Location Subtype 7
10175|A|1|City 1041|NORTH|45|Channel 2|Location Subtype 7
23730|A|1|City 826|SOUTH|64|Channel 2|Location Subtype 7
24828|A|2|City 175|SOUTH|63|Channel 2|Location Subtype 7
8141|A|2|City 414|NORTH|34|Channel 2|Location Subtype 7
10223|B|1|City 1041|NORTH|45|Channel 2|Location Subtype 7
24923|B|1|City 56|NORTH|51|Channel 2|Location Subtype 7
20298|B|1|City 56|NORTH|52|Channel 2|Location Subtype 7
4601|B|1|City 669|SOUTH|61|Channel 2|Location Subtype 7
26501|B|1|City 991|NORTH|39|Channel 2|Location Subtype 7
8951|B|1|City 390|NORTH|38|Channel 2|Location Subtype 7
5321|B|1|City 942|SOUTH|57|Channel 2|Location Subtype 7
8848|B|1|City 849|NORTH|38|Channel 2|Location Subtype 7
13824|B|1|City 262|SOUTH|61|Channel 2|Location Subtype 7
21016|B|2|City 408|CENTER|221|Channel 2|Location Subtype 7
20073|B|2|City 1091|NORTH|227|Channel 2|Location Subtype 7
15013|B|2|City 711|NORTH|48|Channel 2|Location Subtype 7
8911|B|2|City 390|NORTH|38|Channel 2|Location Subtype 7
8068|B|2|City 722|NORTH|37|Channel 2|Location Subtype 7
10326|B|2|City 142|NORTH|45|Channel 2|Location Subtype 7
1700|A|2|City 1071|CENTER|221|Channel 2|Location Subtype 8
19728|A|1|City 1018|CENTER|226|Channel 2|Location Subtype 8
16693|A|2|City 1094|SOUTH|71|Channel 2|Location Subtype 8
25319|A|2|City 406|NORTH|33|Channel 2|Location Subtype 8
4793|A|2|City 866|SOUTH|56|Channel 2|Location Subtype 8
23116|B|1|City 735|CENTER|214|Channel 2|Location Subtype 8
16903|B|2|City 645|SOUTH|57|Channel 2|Location Subtype 8
23144|B|2|City 806|SOUTH|59|Channel 2|Location Subtype 8
25213|B|2|City 943|CENTER|220|Channel 2|Location Subtype 8
18704|B|2|City 290|CENTER|219|Channel 2|Location Subtype 8
25311|B|2|City 175|SOUTH|63|Channel 2|Location Subtype 8
8227|B|1|City 414|NORTH|34|Channel 2|Location Subtype 8
23191|B|1|City 159|SOUTH|70|Channel 2|Location Subtype 8
14115|B|1|City 56|NORTH|54|Channel 2|Location Subtype 8
5885|B|1|City 56|NORTH|51|Channel 2|Location Subtype 8
24927|B|1|City 443|NORTH|52|Channel 2|Location Subtype 8
21445|B|1|City 408|CENTER|221|Channel 2|Location Subtype 8
8914|B|1|City 390|NORTH|38|Channel 2|Location Subtype 8
24916|B|1|City 941|NORTH|51|Channel 2|Location Subtype 8
13529|B|1|City 1041|NORTH|43|Channel 2|Location Subtype 8
23140|B|1|City 976|SOUTH|71|Channel 2|Location Subtype 8
21018|B|2|City 408|CENTER|221|Channel 2|Location Subtype 8
25253|B|2|City 881|CENTER|217|Channel 2|Location Subtype 8
6838|B|2|City 480|NORTH|42|Channel 2|Location Subtype 8
22215|B|2|City 632|NORTH|51|Channel 2|Location Subtype 8
6073|B|2|City 991|NORTH|39|Channel 2|Location Subtype 8
14734|B|2|City 844|SOUTH|67|Channel 2|Location Subtype 8
8734|B|2|City 398|NORTH|36|Channel 2|Location Subtype 8
19733|B|2|City 1018|CENTER|226|Channel 2|Location Subtype 8
25317|B|2|City 123|NORTH|35|Channel 2|Location Subtype 8
16959|B|2|City 991|NORTH|39|Channel 2|Location Subtype 8
23837|B|2|City 235|SOUTH|64|Channel 2|Location Subtype 8
21697|B|2|City 550|CENTER|9|Channel 2|Location Subtype 8
23857|B|2|City 550|SOUTH|64|Channel 2|Location Subtype 8
12136|B|1|City 1094|SOUTH|71|Channel 2|Location Subtype 8
13441|B|1|City 1094|SOUTH|71|Channel 2|Location Subtype 8
8774|B|2|City 835|NORTH|37|Channel 2|Location Subtype 8
14465|B|2|City 1041|NORTH|45|Channel 2|Location Subtype 8
5838|B|2|City 87|NORTH|52|Channel 2|Location Subtype 8
25065|B|2|City 735|CENTER|215|Channel 2|Location Subtype 8
7887|B|2|City 191|SOUTH|56|Channel 2|Location Subtype 8
25293|B|2|City 1039|SOUTH|62|Channel 2|Location Subtype 8
17637|B|2|City 613|NORTH|51|Channel 2|Location Subtype 8
10106|A|2|City 1041|NORTH|45|Channel 2|Location Subtype 9
4459|A|2|City 523|SOUTH|62|Channel 2|Location Subtype 9
21576|A|2|City 165|NORTH|227|Channel 2|Location Subtype 9
21742|B|1|City 735|CENTER|214|Channel 2|Location Subtype 9
20457|B|2|City 1005|SOUTH|57|Channel 2|Location Subtype 9
8095|B|1|City 370|NORTH|37|Channel 2|Location Subtype 9
25430|B|1|City 835|NORTH|37|Channel 2|Location Subtype 9
5849|B|1|City 56|NORTH|54|Channel 2|Location Subtype 9
4775|B|2|City 191|SOUTH|56|Channel 2|Location Subtype 9
22528|B|2|City 797|CENTER|217|Channel 2|Location Subtype 9
22974|B|2|City 954|CENTER|219|Channel 2|Location Subtype 9
20192|B|2|City 165|NORTH|227|Channel 2|Location Subtype 9
17830|B|2|City 735|CENTER|214|Channel 2|Location Subtype 9
20193|B|2|City 165|NORTH|227|Channel 2|Location Subtype 9
23382|B|2|City 191|SOUTH|56|Channel 2|Location Subtype 9
16902|B|2|City 210|SOUTH|57|Channel 2|Location Subtype 9
26558|B|2|City 523|SOUTH|62|Channel 2|Location Subtype 9
23255|B|2|City 550|CENTER|9|Channel 2|Location Subtype 9
4773|B|2|City 191|SOUTH|56|Channel 2|Location Subtype 9
23368|B|2|City 954|CENTER|13|Channel 2|Location Subtype 9
15091|B|2|City 945|SOUTH|56|Channel 2|Location Subtype 9
16341|B|2|City 1041|NORTH|45|Channel 2|Location Subtype 9
23452|B|2|City 1041|NORTH|45|Channel 2|Location Subtype 9
5830|B|1|City 56|NORTH|54|Channel 2|Location Subtype 9
18749|B|2|City 841|CENTER|219|Channel 2|Location Subtype 9
23885|B|2|City 61|SOUTH|62|Channel 2|Location Subtype 9
17685|B|2|City 398|NORTH|33|Channel 2|Location Subtype 9
18598|B|2|City 954|CENTER|219|Channel 2|Location Subtype 9
10144|B|2|City 1041|NORTH|45|Channel 2|Location Subtype 9
20715|B|2|City 954|CENTER|219|Channel 2|Location Subtype 9
17686|B|2|City 398|NORTH|33|Channel 2|Location Subtype 9
20260|B|2|City 414|NORTH|34|Channel 2|Location Subtype 9
17295|B|2|City 1041|NORTH|45|Channel 2|Location Subtype 9
8638|B|2|City 398|NORTH|33|Channel 2|Location Subtype 9
15971|D|2|City 56|NORTH|51|Channel 2|Location Subtype 11
23137|D|1|City 489|CENTER|220|Channel 2|Location Subtype 11
15967|D|2|City 56|NORTH|54|Channel 2|Location Subtype 11
15968|D|2|City 56|NORTH|52|Channel 2|Location Subtype 11
